"ADDRESS","TOWN_DESC","ZIP_CODE","ZIP_CODE_4","NO_BEDROOMS","BTH_DESC","SALE_PRICE","SETTLED_DATE","SQUARE_FEET","TOTAL_BLDG_SF_CI","LOT_SIZE","YEAR_BUILT","PROP_TYPE","STYLE_SF","GARAGE_SPACES_SF","PARKING_SPACES_SF","MARKET_TIME","LIST_PRICE","PRICE_PER_SQFT","HEATING_SF","SITE_CONDITION_CI","REMARKS","FIRM_RMK1","RSU_UNITS_CI","SALE_OFFICE","MAIN_SO","SALE_AGENT","LIST_AGENT","COUNTY","LIST_OFFICE","STREET_NAME","STREET_NUM","NO_HALF_BATHS","COOLING_CC","COL_COMMON_MF","COOLING_SF","HEA_COMMON_MF","HTE_MF","HEATING_CC","GARAGE_SPACES_CC","TOTAL_PARKING_CC","PARKING_SPACES_MF","PARKING_SPACES_CC","TOTAL_PARKING_SF","TOTAL_PARKING_MF","CONSTRUCTION_SF","CONSTRUCTION_MF","CONSTRUCTION_CC","STATUS","STATUS_DATE","CONTINGENCY_TYPE","TAXES","TAX_YEAR","REQD_OWN_ASSOCIATION_MH","REQD_OWN_ASSOCIATION_SF","REQD_OWN_ASSOCIATION_LD","ASSESSMENTS","ASSESSED_VALUE_BLDG_CI","ASSESSED_VALUE_LAND_CI","TOTAL_ASSESSED_VALUE_CI","PHOTO_DATE","INTERIOR_FEATURES_SF","IFE_COMMON_MF","INTERIOR_FEATURES_CC","CSO_ListDate","ACTIVE_STATUS_FLAG_DATE","LIST_DATE","OFF_MKT_DATE","OFFER_DATE","CTG_EXPIRY_DATE"
"1 Ivy Ln U:1","Nashua, NH","03063",,3,"2f 1h",500000.00,"12/02/2022",2170,,,1999,"CC",,,,14,497500.00,230.41,,,"3 Bdrm detached condo  with a nice floor plan in desirable Holden farms available. The 1st floor offers a large family room with cathedral ceiling & wood burning fireplace, dining area, kitchen with granite counter and convenient 1st floor primary bdrm suite. The primary bathroom has double vanity, whirlpool  tub & updated shower. Also on the 1st floor is a recently updated powder room & separate laundry room with some storage. The 2nd floor landing is large to have an office space or a play area. This floor offers 2 good size bdrms and a hallway bathroom which was updated too. Also on the 2nd floor, is the finished  room over the garage with sky lights, built-in shelves & lots of storage. This rm could be used as a 4th bdrm or a rec room. Level 2 charger for electric car in the garage. The lower level is unfinished  for future expansion. The condo fee includes landscaping & plowing of your driveway & walkway too.","",,"H11111","H11111","CN245443","CN245443","Hillsborough","AN4913","Ivy Ln",1,1,"Central Air",,,,,"Forced Air",2,4,,2,0,0,,,,"SLD",12/5/2022 1:53:00 PM,,7918.00,"2021",,,,478500,,,,11/5/2022 11:39:00 AM,,,,,,"11/05/2022","11/19/2022","11/19/2022",
"6 Karnoustie Way U:6","Nashua, NH","03062",,3,"2f 0h",415000.00,"11/15/2022",2056,,,1985,"CC",,,,8,399000.00,201.85,,,"3 Bed Detached Colonial home with 2 baths in the Killian Place Community. Lovely Vinyl plank flooring on the first floor, updated kitchen with new refrigerator, microwave, and dishwasher. In the basement there is brand new carpet,a new hotwater heater and new washer & dryer to convey with the home. The  front to back living area offers a generous storage closet. The first floor bathroom has a jetted tub, unique tile floors, vanity with a complimentary beauty prep vanity. The kitchen opens up to the large dining area with chair rail detail. The second floor has a large primary bedroom with a daylight walk-in closet and recessed lighting. The 2nd floor bathroom has a custom tiled shower and in the hall a large linen closet. One of the 2 guest beds has a built-in platform bed with storage beneath! Great outdoor space with a large composite deck that steps down to a backyard and shed. Low monthly association fee maintains the roads, plowing, trash removal and general landscaping.","Showings Begin 10/6",,"AN2885","AN2314","CN210803","TM329590","Hillsborough","AN5851","Karnoustie Way",6,0,"None",,,,,"Forced Air",0,3,,3,0,0,,,,"SLD",11/16/2022 9:42:00 AM,,5788.00,"2021",,,,361500,,,,10/3/2022 12:47:00 PM,,,,,,"10/03/2022","10/11/2022","10/11/2022",
"307B Amherst Street U:342","Nashua, NH","03063",,2,"2f 0h",252000.00,"12/09/2022",1156,,,1986,"CC",,,,43,258900.00,217.99,,,"Buyers may qualify for $10K down payment assistance. Maintained & updated two bedroom, two bathroom condo. Extra large open concept dining room/living room is filled with natural light from the sliders that gives way to the roomy balcony. Enjoy cooking in your sparkling clean kitchen with stainless steel appliances and plenty of cabinet space. Spacious Primary bedroom with en suite has plenty of storage with double set of closets. The second bedroom is large and has afternoon sun which can also be used as a home office or den. Main bathroom is spacious and includes a generous sized shower. Enclosed laundry area is conveniently located and has shelving for all your cleaning needs. Many updates include a heat pump with wireless thermostat which was installed in 2018, water heater that was replaced in 2018, and condo was painted and rugs replaced in 2018. Glass on the slider replaced in 2022. Deeded parking spot in under building garage with elevator & storage next to parking spot","Seller is related to agent.",,"AN5852","AN5851","CN225539","CN215700","Hillsborough","AN4913","Amherst Street",307,0,"Central Air",,,,,"Heat Pump, Electric",1,2,,1,0,0,,,"Frame","SLD",12/12/2022 2:12:00 PM,"Financing",3639.00,"2022",,,,244900,,,,10/12/2022 3:14:00 PM,,,"Intercom, Internet Available - Broadband",,,"10/12/2022","11/23/2022","11/09/2022","11/23/2022"
"8 Juniper Lane U:4","Pelham, NH","03076",,2,"2f 0h",425000.00,"11/30/2022",1316,,0.00,2014,"CC",,,,19,419000.00,322.95,,,"Welcome to 8 Juniper Lane. This gorgeous ranch at Paradis Estates is like new. This sought after 55+ community consists of 30 custom-built homes. This open concept home offers gleaming hardwood floors. Large living room that is open to the dining area. Gorgeous kitchen with stainless steel appliances, granite countertops and cherry cabinets with tons of storage. Large Primary bedroom with hardwood flooring, walk in closet and a spacious three quarter bath. Second bedroom is roomy with a large closet. First floor laundry and lots of extra closet space. Looking for more room? The lower level is huge, this space could be finished off for more living area, game room, or in home theater! Looking for an outdoor area? Enjoy your farmers porch where you can relax and read a great book. Great location close to shopping, restaurants, easy access to the highway. This is a must see property!","Please send all offers to dbursey@erakey.net  PLEASE NO DOTLOOP",,"AN6202","AN6181","G9500288","NB112929","Hillsborough","AC1815","Juniper Lane",8,0,"Central Air",,,,,"Forced Air, Propane",1,2,,1,0,0,,,"Frame","SLD",11/30/2022 1:11:00 PM,"Financing",5758.37,"2021",,,,360800,,,,10/20/2022 12:36:00 PM,,,,,,"10/20/2022","11/07/2022","10/25/2022","11/07/2022"
"43 Kendall Avenue U:110","Sherborn, MA","01770",,2,"2f 0h",391000.00,"11/23/2022",1162,,,2003,"CC",,,,20,399500.00,336.49,,,"Rarely available condo unit available at Sherborn Meadows, a wonderful over-55 community in a peaceful & convenient location! This sunny & spacious first-floor unit offers an open concept living & dining room with slider to a patio overlooking the farm, kitchen with good cabinet & counter space plus a pantry closet nearby in the hall. The primary bedroom has a large closet with shelves and a full bath with tub/shower combo. A second bedroom has a double closet and is accessible to the 2nd full bath, linen closet & laundry closet. This unit also has its own spacious designated storage space! Parking space #24 is deeded to the unit. Enjoy all Sherborn Meadows amenities including: an elevator, community room with kitchen, library/sitting room with electric fireplace, fitness room & garden overlooking the pond. All in a great location close to shopping, restaurants, major routes and the train station to Boston. Move right in today!","",,"NB9117","NB9117","NB900455","TEAM0185","Middlesex","AN4882","Kendall Avenue",43,0,"Central Air",,,,,"Forced Air, Gas",0,1,,1,0,0,,,"Frame","SLD",11/23/2022 9:42:00 PM,"Pending P&S",6337.00,"2022",,,,333000,,,,10/8/2022 3:53:00 PM,,,,,,"10/08/2022","10/27/2022","10/14/2022","10/27/2022"
"13 Abbey Rd U:13","Sherborn, MA","01770",,2,"2f 1h",905000.00,"12/02/2022",2170,,,2017,"CC",,,,12,879900.00,417.05,,,"Welcome to the charming and exquisitely designed Abbey Road Condominiums. This is a 55 and over adult community located within walking distance to the Sherborn town center! Each of the 18 townhomes surround the professionally landscaped court yard filled with perennial gardens and gathering areas. This townhome is a 2 bedroom end unit filled with an abundance of natural light! The open floor plan features a spacious living room room with gas fireplace, dining area with vaulted ceiling, laundry, guest bathroom, plus a master bedroom suite  with a walk in closet, large full bath and doors leading out to a private brick patio, all on the first level. Take the elevator to the second floor which offers an office/loft area, along with a second bedroom and full bath, or to the lower, unfinished basement area, which is perfect for a home gym, and storage area. The garage supports 2 cars with additional guest parking nearby.","Please park on Village Way. For appointments call or text  Martha Bohlin 508-944-4580 or Peter Bohlin 617-817-7705",,"an2383","AN2383","tm337870","TM337870","Middlesex","AN2383","Abbey Rd",13,1,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Frame","SLD",12/2/2022 2:04:00 PM,"Pending P&S",15909.00,"2022",,,,836000,,,,11/3/2022 1:13:00 PM,,,"Cable Available, Elevator",,,"11/03/2022","11/15/2022","11/05/2022","11/18/2022"
"4 Village U:4","Shirley, MA","01464","2547",2,"2f 1h",425000.00,"11/17/2022",1634,,,2011,"CC",,,,20,399900.00,260.10,,,"Amazing opportunity to become part of this 55+ community, 2 bedroom, 2.5 bath. Enter this beautiful townhouse through the front entrance or directly from the large 2 car garage and step into an open and spacious dining area & kitchen with beautiful granite counters, recessed lighting, crown moldings and high ceilings, perfect for entertaining over the Holidays!  A half bath with laundry just off the kitchen for convenience, flowing into the living room with a granite front, gas fireplaced living room for those chilly nights with cathedral ceiling and slider doors to private composite deck. From here you enter into the primary bedroom suite with private full bath and plenty of closet space which will finish the 1st floor level. Upstairs is the 2nd bedroom, an open loft area for a den or guestroom that looks down into the living room and another full bath and a large unfinished storage area. Close to T-station and major route","Pets restriction, breed restrictions in place, no more than 2 animals in any unit and each must be under 40 lbs. Approval must be given by the Condo association.Condo fee includes master Ins, exterior maintenance, sprinkler maintenance, removal of snow in all driveways and walkways and reserves.",,"AN1208","AN1199","TM331532","CN207080","Middlesex","AN6153","Village",4,1,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Frame","SLD",11/17/2022 3:13:00 PM,"Pending P&S",4535.64,"2022",,,,293000,,,,10/5/2022 3:37:00 PM,,,"Cable Available",,,"10/05/2022","10/24/2022","10/09/2022","10/24/2022"
"55 Littleton Rd U:29D","Ayer, MA","01432",,2,"1f 1h",318000.00,"12/01/2022",1094,,,1988,"CC",,,,6,299500.00,290.68,,,"Townhouse available in the sought after Nashoba Village community!  Professionally managed townhouse community of 118 units. Complex has been freshly paved.  This unit has 5 rooms, 2 bedrooms and 1 ½ bathrooms. Additional storage area & laundry in unfinished part of basement;  Freshly painted. Forced hot air and central AC. Conveniently located, minutes to Route 2, 495, 110, 111 & commuter rail in down-town Ayer, Sandy Pond Beach, MBTA commuter rail to Boston and Cambridge Cats & small dogs allowed.","Offer, if any will be reviewed @ 5pm on Monday 10/17",,"AN5825","AN2314","CN241951","CN207345","Middlesex","AN0688","Littleton Rd",55,1,"Central Air",,,,,"Forced Air, Gas",0,2,,2,0,0,,,,"SLD",12/2/2022 5:57:00 PM,,3285.00,"2022",,,,244800,,,,10/13/2022 7:03:00 PM,,,,,,"10/13/2022","10/19/2022","10/19/2022",
"68 E Main St U:11","Ayer, MA","01432",,2,"1f 1h",293000.00,"11/30/2022",1064,,,2001,"CC",,,,59,319900.00,275.38,,,"Wonderful opportunity to own this spacious end unit Townhouse at desirable Woodland Village. Conveniently located a short distance to downtown and the T station. Easy access to Rt 2, and 495. This condo features first floor with an open floor plan, living room, kitchen with eating bar, dining room with slider accessing private deck to enjoy your outdoor space. Upstairs offers two spacious bedrooms, closets with built-ins and a full bath. Master bedroom has private access to the bath. Generous size walk out lower level Bonus Room offers many options, guest room, game room, exercise room, fantastic home office work space! Other area amenities: library, local parks, beach, shopping, bike trail and dining.  The seasonal views will not disappoint.  There are ducks, cranes and egrets occupy the pond just next door.","",,"AN4556","AN4556","G0002769","G0002769","Middlesex","AN4556","E Main St",68,1,"Central Air",,,,,"Forced Air, Gas",0,2,,2,0,0,,,"Frame","SLD",11/30/2022 12:27:00 PM,"Pending P&S",3215.00,"2022",,,,239600,,,,9/9/2022 5:32:00 PM,,,,,,"09/09/2022","11/06/2022","10/23/2022","11/06/2022"
"25-C Blacksmith Row U:25C","Groton, MA","01450",,3,"2f 1h",750100.00,"11/16/2022",2650,,,2014,"CC",,,,20,750000.00,283.06,,,"Fall in love with this stunning townhome with breathtaking pastoral views in the heart of Groton center. Gleaming oak hardwood floors, high ceilings and grand proportions can be found throughout this home. Open concept main living area has access to two outside balconies where you can enjoy the bucolic vistas. Inside, the granite surround gas fireplace with tasteful mantle will warm you on those crisp fall evenings. Well appointed home has granite counters and stainless appliances in the kitchen. Main floor bedroom has an ensuite bath with granite top, two sinks and large tiled shower plus convenient laundry in a separate closet. You will find two generously sized upstairs bedrooms and abundant closet space. Expansive unfinished area in the walkout basement with a French door to a paver patio and plenty of windows gives you options for more living space. The enviable location in the town center with its shops and restaurants is really the icing on the cake for this amazing home!","Please email offers in one PDF to DonnaDiGiovine@kw.com and allow 48 hours for seller response. No escalation clauses; no buyer letters.",,"AN0130","M59500","BB809392","TM007332","Middlesex","G95166","Blacksmith Row",25,1,"Central Air",,,,,"Forced Air, Gas",2,4,,2,0,0,,,"Frame","SLD",11/16/2022 5:49:00 PM,,11610.00,"2022",,,,675400,,,,9/13/2022 10:32:00 AM,,,"Internet Available - Fiber-Optic",,,"09/13/2022","10/03/2022","10/03/2022",
"103 Main St. U:103","Groton, MA","01450",,4,"1f 1h",540000.00,"11/15/2022",3557,,27878.00,1850,"CC",,,,20,550000.00,151.81,,,"Welcome to 103 Main Street! This Meticulously Maintained Duplex is located in the Historic District of Groton Center also known as the George Wheatley House. This Classic Home offers Beautiful Wide Pine Floors, Detailed Moldings and High Ceilings. Enjoy your breakfast in the Bright Kitchen with Stainless Appliances, NEW Dishwasher, Large Pantry, Laundry Rm and Mudroom. NEW Bathrooms include Pedestal Sinks, Lighting and Plumbing Fixtures, Flooring and Lavatories. A Sun filled Library/Office with lots of storage off of the Family Rm where you can enjoy a Cozy Fire. Two Spacious Bdrms on the third floor with New Ceiling Fans, including the Master Bdrm with a Fireplace. The fourth floor has two additional Bdrms recently updated with Stunning Shiplap Ceiling, Light Fixtures and Lots of Storage. New Roof, Water Heater, Appliances and Exterior Paint. A Picturesque Backyard overlooking the Park and Rail Trail. Walking Distance to Restaurants, Shops, Groton Inn, Art Gallery and More! MUST SEE!","Please allow 24 hour notice for all showings. Pet on Premises.",,"AN6208","AN6181","CN227116","CN213036","Middlesex","AN5216","Main St.",103,1,"Central Air",,,,,"Hot Water Baseboard, Electric Baseboard, Hot Water Radiators, Gas",0,2,,2,0,0,,,,"SLD",11/17/2022 10:25:00 AM,"Financing",6123.08,"2022",,,,356200,,,,9/22/2022 2:53:00 PM,,,"Cable Available, Internet Available - Unknown",,,"09/22/2022","10/11/2022","09/28/2022","10/11/2022"
"100 Hummingbird Lane U:B","Groton, MA","01450",,3,"2f 1h",699900.00,"11/22/2022",2300,,,2021,"CC",,,,170,699900.00,304.30,,,"Ready for immediate occupancy! BRAND NEW attached unit located in the active adult community (55+) in the sought after Robin Hill Estates neighborhood. 24 quality construction homes in total built by a local & reputable builder – Moulton Construction. East side of town - mins away from I-495, T-station, & flourishing town center w/several dining options plus 400 acres of cons land at Rocky Hill Wildlife Sanctuary directly accessible from neighborhood. Very bright & open floor plan. Spacious kitchen w/island, din area & beautiful cabinetry flow into the LR w/dramatic vaulted ceiling, tiled FP & slider leading onto private deck. Impressive 1st floor master suite w/walk-in closet & extravagant master bath offering large tiled shower, & dbl sink vanity. 1/2 bath & laundry complete the 1st floor. Upstairs a full bath & 2 large bedrooms (one w/direct access to bathroom) perfect for guest quarters, rec room, you name it - Endless options with this wonderfully versatile floor plan!","",,"AN5852","AN5851","CN233424","H8000472","Middlesex","AN2383","Hummingbird Lane",100,1,"Central Air",,,,,"Forced Air, Propane",2,4,,2,0,0,,,"Frame","SLD",11/28/2022 9:38:00 AM,"Pending P&S",0.00,"2021",,,,0,,,,9/27/2022 2:24:00 PM,,,"Cable Available",,,"05/14/2022","11/03/2022","10/20/2022","11/03/2022"
