page_index,record_index,inst_raw,book_page_raw,ref_book_page_raw,recorded_at_raw,town_primary,address_primary,consideration_raw,descr_raw,parties_n
,,12724,23726-473,,02-25-2021 10:50:08a,PALMER,199 BRECKENRIDGE ST,,BRECKENRIDGE ST,6
,,12714,23726-410,17506-75,02-25-2021 10:04:51a,AGAWAM,1090 RIVER RD,1.00,RIVER RD,4
,,12714,23726-410,17506-75,02-25-2021 10:04:51a,HOLYOKE,1035 HAMPDEN ST,"253,750.00",HAMPDEN ST,2
,,12782,23727-113,,02-25-2021 12:02:56p,HOLYOKE,1035 HAMPDEN ST,"150,000.00",,2
,,12779,23727-90,,02-25-2021 11:56:51a,HOLYOKE,1039 HAMPDEN ST,"40,000.00",HAMPDEN ST,2
,,12751,23726-574,,02-25-2021 11:13:57a,WESTFIELD,288 BUCK POND RD,"147,900.00",BUCK POND RD,3
,,12748,23726-551,,02-25-2021 11:09:21a,SPRINGFIELD,109-111 DWIGHT RD,"253,000.00",DWIGHT RD,4
,,12745,23726-544,,02-25-2021 11:05:47a,PALMER,SPRINGFIELD ST,"147,900.00",SPRINGFIELD ST,3
,,12738,23726-519,,02-25-2021 11:04:02a,WILBRAHAM,96 STONY HILL RD,"240,000.00",STONY HILL RD,3
,,12738,23726-519,,02-25-2021 11:04:02a,SPRINGFIELD,41 GARCIA ST,"150,000.00",GARCIA ST,2
,,12825,23727-299,,02-25-2021 1:15:07p,SPRINGFIELD,41 GARCIA ST,,,2
,,12822,23727-294,,02-25-2021 1:11:07p,AGAWAM,67 CHAPIN ST,1.00,CHAPIN ST,4
,,12817,23727-269,,02-25-2021 1:05:51p,SPRINGFIELD,33 PLUMTREE RD,1.00,PLUMTREE RD,2
,,12810,23727-244,,02-25-2021 12:52:12p,,,"319,900.00",SHE RECORD,5
,,12808,23727-238,,02-25-2021 12:45:46p,SPRINGFIELD,121 DORSET ST,"117,000.00",DORSET ST,2
,,12785,23727-129,,02-25-2021 12:03:28p,HOLYOKE,56 SHAWMUT AVE,1.00,SHAWMUT AVE,3
,,12859,23727-410,,02-25-2021 1:45:02p,CHICOPEE,2500 PENDLETON AVE UNIT 6248D,"470,000.00",,2
,,12858,23727-408,,02-25-2021 1:39:09p,CHICOPEE,74 AMES AVE,1.00,AMES AVE,3
,,12852,23727-381,,02-25-2021 1:33:29p,SPRINGFIELD,95 CAMPECHI ST,"232,500.00",CAMPECHI ST,2
,,12841,23727-368,,02-25-2021 1:32:06p,CHICOPEE,CHICOPEE ST,"22,500.00",CHICOPEE ST,3
,,12829,23727-320,,02-25-2021 1:23:48p,PALMER,1289 SOUTH MAI ST,"132,450.00",SOUTH MAIN ST,2
,,12828,23727-318,,02-25-2021 1:20:46p,SPRINGFIELD,9-11 BLOOMFIELD ST,"186,000.00",BLOOMFIELD ST,2
,,12828,23727-318,,02-25-2021 1:20:46p,WEST SPRINGFIELD,10 SHADOW LA,1.00,,0
,,12920,23728-63,,02-25-2021 2:27:06p,AGAWAM,1169 RIVER RD,"300,000.00",RIVER RD,6
,,12918,23728-59,,02-25-2021 2:21:13p,CHICOPEE,30 EVERETT ST,"243,500.00",EVERETT ST,2
,,12910,23728-18,,02-25-2021 2:15:11p,WEST SPRINGFIELD,312 MEMORIAL AVE,"1,200,000.00",MEMORIAL AVE,1
,,12900,23727-573,,02-25-2021 2:05:22p,CHICOPEE,65 ACCESS RD,1.00,ACCESS RD,4
,,12871,23727-480,,02-25-2021 1:51:10p,HAMPDE,172 ALLEN ST,1.00,ALLEN ST,2
,,12867,23727-456,,02-25-2021 1:50:44p,CHICOPEE,32 EMPIRE ST,"229,000.00",EMPIRE ST,0
,,12946,23728-157,,02-25-2021 2:55:21p,SPRINGFIELD,272 OLD FARM RD,"200,000.00",OLD FARM RD,12
,,12942,23728-137,,02-25-2021 2:55:11p,PALMER,1 BOWDEN ST,"245,000.00",BOWDEN ST,4
,,12933,23728-119,,02-25-2021 2:43:48p,HOLYOKE,8 WAYNE CT,1.00,WAYNE CT,7
,,12930,23728-103,,02-25-2021 2:38:56p,CHICOPEE,51 SCHLEY ST,"229,000.00",SCHLEY ST,2
,,12979,23728-326,,02-25-2021 3:58:06p,CHICOPEE,102 WINTHROP ST,"159,700.00",,3
,,12971,23728-286,,02-25-2021 3:52:54p,AGAWAM,119 SHOEMAKER LA,"275,000.00",SHOEMAKER LA,2
,,12968,23728-282,,02-25-2021 3:38:58p,HOLYOKE,10 KEEFE ST,1.00,KEEFE ST,3
,,12951,23728-175,,02-25-2021 2:55:28p,SPRINGFIELD,45-47 LOS ANGELES ST,"325,000.00",LOS ANGELES ST,3
,,12951,23728-175,,02-25-2021 2:55:28p,AGAWAM,125 COREY COLONIAL,"159,700.00",UNIT 125,3
,,13058,23729-86,,02-26-2021 9:24:31a,WESTFIELD,119 NORTHRIDGE RD,1.00,NORTHRIDGE RD,3
,,13057,23729-83,,02-26-2021 9:24:04a,WESTFIELD,54 BREIGHLY WAY,"175,010.00",BREIGHLY WAY,3
,,13056,23729-80,6415-67,02-26-2021 9:22:51a,SPRINGFIELD,101 MULBERRY ST UNIT 409,"60,000.00",UNIT 409,2
,,13055,23729-77,6415-67,02-26-2021 9:22:51a,SPRINGFIELD,28-30 ASTER ST,1.00,,2
,,13052,23729-71,,02-26-2021 9:20:52a,SPRINGFIELD,32-34 ASTER ST,"60,000.00",,2
,,13016,23728-469,,02-26-2021 8:49:09a,EAST LONGMEADOW,40 LINDEN AVE,"175,010.00",LINDEN AVE,3
,,12995,23728-349,,02-26-2021 8:36:54a,,1 BENNETT RD,1.00,BE ETT RD,3
,,13110,23729-382,,02-26-2021 10:36:35a,SPRINGFIELD,163 CAROL ANN ST,1.00,CAROL A ST,3
,,13105,23729-365,01151-2004,02-26-2021 10:31:25a,HOLYOKE,44 EDWARD DR,,EDWARD DR,5
,,13102,23729-342,,02-26-2021 10:30:20a,HOLYOKE,280 INGLESIDE ST,"43,000.00",INGLESIDE ST,2
,,13093,23729-270,,02-26-2021 10:21:36a,SPRINGFIELD,28-30 ASTER ST,"210,000.00",ASTER ST,5
,,13091,23729-232,,02-26-2021 10:12:43a,CHICOPEE,19 WILLETTE ST,"230,000.00",WILLETTE ST,0
,,13155,23729-581,,02-26-2021 11:25:05a,WESTFIELD,297-299 RUSSELL RD,,,6
,,13153,23729-570,,02-26-2021 11:23:53a,BRIMFIELD,FIRST ST,"20,000.00",FIRST ST,4
,,13135,23729-469,,02-26-2021 11:01:42a,HOLYOKE,205 BEECH ST,"180,000.00",BEECH ST,2
,,13130,23729-445,,02-26-2021 11:01:14a,AGAWAM,MAPLE VIEW LA,"267,500.00",UNIT A,3
,,13127,23729-441,,02-26-2021 10:54:48a,WILBRAHAM,16 DANFORTH FARM RD,"125,000.00",DANFORTH FARM RD,3
,,13193,23730-132,,02-26-2021 11:47:14a,WESTFIELD,1761 E MOUNTAI RD,"478,000.00",,3
,,13188,23730-95,,02-26-2021 11:44:39a,SPRINGFIELD,179 CABINET ST,"273,000.00",CABINET ST,4
,,13183,23730-77,,02-26-2021 11:43:19a,SPRINGFIELD,1307-1309 WORCESTER ST,"150,000.00",WORCESTER ST,1
,,13180,23730-72,,02-26-2021 11:38:41a,SPRINGFIELD,219 COOLEY ST,"232,000.00",COOLEY ST,2
,,13163,23729-596,,02-26-2021 11:30:20a,PALMER,21 MEADOWBROOK LA UNIT 21,"111,500.00",UNIT 21,2
,,13163,23729-596,,02-26-2021 11:30:20a,MONSO,239 HOVEY RD,"478,000.00",HOVEY RD,4
,,13222,23730-296,,02-26-2021 12:07:43p,PALMER,1217 CALKINS RD,"157,500.00",CALKINS RD,3
,,13215,23730-260,,02-26-2021 11:58:33a,WEST SPRINGFIELD,478 COLD SPRING AVE,"355,000.00",UNIT 478,6
,,13211,23730-244,,02-26-2021 11:57:30a,SOUTHWICK,294 GRANVILLE RD,"280,000.00",GRANVILLE RD,3
,,13203,23730-193,,02-26-2021 11:51:40a,HOLYOKE,19 WILLOW ST,"207,500.00",WILLOW ST,2
,,13201,23730-188,,02-26-2021 11:51:11a,CHICOPEE,5 STOCKBRIDGE ST,"355,000.00",STOCKBRIDGE ST,3
,,13199,23730-170,,02-26-2021 11:50:13a,SPRINGFIELD,1592-1596 MAIN ST,"700,000.00",MAIN ST,0
,,13257,23730-528,,02-26-2021 12:24:50p,SOUTHWICK,7 MOCKINGBIRD LA,"224,000.00",MOCKINGBIRD LA,4
,,13254,23730-511,,02-26-2021 12:23:26p,SPRINGFIELD,22 WINDEMERE ST,"205,000.00",WINDEMERE ST,3
,,13252,23730-505,,02-26-2021 12:21:36p,WESTFIELD,10 SHERMAN ST,"214,000.00",SHERMAN ST,3
,,13247,23730-484,,02-26-2021 12:16:24p,SPRINGFIELD,PEARL ST,"495,000.00","SPRING, PEARL STS",2
,,13237,23730-446,,02-26-2021 12:12:23p,SPRINGFIELD,383-385 WATER ST,1.00,WATER ST,2
,,13234,23730-430,,02-26-2021 12:09:18p,SPRINGFIELD,67 ELLSWORTH AVE,"224,000.00",ELLSWORTH AVE,0
,,13279,23731-23,,02-26-2021 12:32:52p,HOLYOKE,233 HURON AVE,"250,000.00",HURON AVE,7
,,13272,23730-597,,02-26-2021 12:30:24p,SOUTHWICK,12 KNOLLWOOD RD,"165,000.00",KNOLLWOOD RD,4
,,13270,23730-581,,02-26-2021 12:30:06p,EAST LONGMEADOW,43 POWDER HILL RD,"299,000.00",POWDER HILL RD,2
,,13266,23730-560,,02-26-2021 12:27:01p,LUDLOW,61 BRIDLE PATH CIR,1.00,BRIDLE PATH CIR,3
,,13264,23730-556,,02-26-2021 12:26:57p,SPRINGFIELD,197 TINKHAM RD,1.00,TINKHAM RD,3
,,13260,23730-534,,02-26-2021 12:26:37p,,14 MORGAN AVE,"235,000.00",MORGAN AVE,0
,,13295,23731-102,,02-26-2021 12:44:21p,WEST SPRINGFIELD,105 MASSASOIT AVE,"250,000.00",,7
,,13291,23731-90,23730-77,02-26-2021 12:40:15p,WESTFIELD,53 S MAPLE ST,"232,000.00",S MAPLE ST,2
,,13287,23731-68,,02-26-2021 12:36:55p,BRIMFIELD,87 MARSH HILL RD,"74,900.00",MARSH HILL RD,3
,,13284,23731-47,,02-26-2021 12:36:19p,SPRINGFIELD,219 COOLEY ST,"296,000.00",,2
,,13282,23731-43,,02-26-2021 12:35:49p,SPRINGFIELD,320 PLUMTREE RD,,PLUMTREE RD,0
,,13328,23731-227,,02-26-2021 1:01:52p,AGAWAM,14 FORGE ST,"484,900.00",FORGE ST,5
,,13325,23731-208,,02-26-2021 12:59:44p,CHICOPEE,185 IRENE ST,"192,250.00",IRENE ST,3
,,13310,23731-169,,02-26-2021 12:54:01p,WALES,117 MAIN ST,"50,000.00",MAIN ST,6
,,13308,23731-165,,02-26-2021 12:50:36p,SPRINGFIELD,46 BENTON ST,"172,500.00",BENTON ST,3
,,13302,23731-138,,02-26-2021 12:49:57p,WESTFIELD,55 EAST SILVER ST,"142,000.00",EAST SILVER ST,0
,,13376,23731-414,,02-26-2021 1:28:40p,AGAWAM,198 MILL ST,"355,000.00",MILL ST,5
,,13365,23731-386,,02-26-2021 1:26:55p,SPRINGFIELD,6-8 PINEVALE ST,"225,000.00",PINEVALE ST,3
,,13363,23731-373,,02-26-2021 1:25:55p,WESTFIELD,298 SACKETT RD,"349,900.00",SACKETT RD,4
,,13359,23731-340,,02-26-2021 1:19:54p,LUDLOW,SUNSET RIDGE,"200,000.00",SUNSET RIDGE,3
,,13355,23731-317,,02-26-2021 1:18:33p,WILBRAHAM,6 PARKWOOD DR,"500,000.00",PARKWOOD DR,4
,,13335,23731-261,,02-26-2021 1:11:24p,HOLYOKE,41 PUNCHON RD,1.00,PYNCHON RD,4
,,13406,23731-545,,02-26-2021 1:39:48p,HOLYOKE,41 PUNCHON RD,,,4
,,13403,23731-523,,02-26-2021 1:38:37p,SPRINGFIELD,33 PLUMTREE RD,"105,000.00",PLUMTREE RD,2
,,13399,23731-504,,02-26-2021 1:37:03p,SPRINGFIELD,33 PLUMTREE RD,1.00,PLUMTREE RD,2
,,13395,23731-483,,02-26-2021 1:34:53p,BAST LONGMEADOW,20 WESTMINSTER ST,"345,000.00",WESTMINSTER ST,4
,,13384,23731-460,,02-26-2021 1:33:15p,BAST LONGMEADOW,14 BELLA VISTA DR,"599,900.00",BELLA VISTA DR,2
,,13380,23731-437,,02-26-2021 1:33:15p,WESTFIELD,247 SPRINGDALE RD,"271,000.00",SPRINGDALE RD,2
,,13384,23731-460,,02-26-2021 1:33:15p,LONGMEADOW,810 FRANK SMITH RD,1.00,FRANK SMITH RD,3
,,13426,23732-50,,02-26-2021 1:52:17p,LONGMEADOW,810 FRANK SMITH RD,"299,000.00",,3
,,13422,23732-29,,02-26-2021 1:51:46p,SPRINGFIELD,33 WARNER ST,"250,000.00",WARNER ST,2
,,13416,23732-8,,02-26-2021 1:47:22p,AGAWAM,13 B MANSION WOODS DR UNIT 13B,"221,900.00",UNIT 13B,4
,,13415,23732-5,,02-26-2021 1:46:06p,SPRINGFIELD,50 RIVERVIEW TERR,"285,000.00",RIVERVIEW TERR,3
,,13410,23731-581,,02-26-2021 1:42:39p,LONGMEADOW,130 ARLINGTON RD,"575,000.00",ARLINGTON RD,5
,,13410,23731-581,,02-26-2021 1:42:39p,LONGMEADOW,535 CONVERSE ST,"299,000.00",CONVERSE ST,2
,,13475,23732-207,,02-26-2021 2:13:49p,AGAWAM,96 PLANTATION DR,"165,000.00",UNIT 96,3
,,13460,23732-166,,02-26-2021 2:06:25p,HAMPDE,GLENDALE RD,"15,000.00",GLENDALE RD,2
,,13456,23732-160,,02-26-2021 2:04:19p,WESTFIELD,419 SOUTHWICK RD C12,"240,000.00",UNIT C-12,2
,,13445,23732-129,,02-26-2021 2:00:42p,WEST SPRINGFIELD,78 GEORGE ST,1.00,GEORGE ST,3
,,13442,23732-125,,02-26-2021 1:56:51p,CHICOPEE,62 LUKASIK ST,"224,999.00",LUKASIK ST,3
,,13437,23732-89,,02-26-2021 1:55:04p,WEST SPRINGFIELD,42 SEAN LOUIS CIR,"685,000.00",SEAN LOUIS CIR,4
,,13504,23732-350,,02-26-2021 2:32:19p,SOUTHWICK,4 MAYFLOWER LA,"535,000.00",MAYFLOWER LA,6
,,13498,23732-329,,02-26-2021 2:30:29p,SPRINGFIELD,25 MARENGO PARK,"263,000.00",MARENGO PARK,3
,,13493,23732-309,,02-26-2021 2:29:33p,SPRINGFIELD,132-134 NOEL ST,"303,000.00",OEL ST,2
,,13489,23732-286,,02-26-2021 2:27:11p,HOLYOKE,4 ARBOR WAY UNIT 4C,"114,000.00",UNIT 4¢,2
,,13486,23732-282,,02-26-2021 2:24:12p,SPRINGFIELD,387-389 PAGE BLVD,"263,000.00",PAGE BLVD,1
,,13480,23732-244,,02-26-2021 2:16:17p,SPRINGFIELD,144 JAMESTOWN DR UNIT 144,"179,250.00","UNITS 144,650",2
,,13572,23733-64,,02-26-2021 3:45:47p,BAST LONGMEADOW,159 ELM ST,"163,000.00",ELM ST,2
,,13570,23733-33,,02-26-2021 3:44:33p,BAST LONGMEADOW,6 OLD PASTURE DR,"750,000.00","OLD PASTURE RD,DR",3
,,13563,23733-21,,02-26-2021 3:35:48p,BAST LONGMEADOW,51 HILLSIDE DR,"320,000.00",HILLSIDE DR,3
,,13560,23732-600,,02-26-2021 3:34:49p,CHICOPEE,52 HICKS ST,"320,000.00",HICKS ST,4
,,13556,23732-576,,02-26-2021 3:34:38p,SPRINGFIELD,27 NORTHWAY DR,"137,000.00",ORTHWAY DR,3
,,13554,23732-573,,02-26-2021 3:28:56p,WESTFIELD,12 FREMONT ST,"138,975.00",FREMONT ST,2
,,13585,23733-118,,02-26-2021 4:01:04p,HAMPDE,350 CHAPIN RD,"630,000.00",CHAPIN RD,5
,,13584,23733-115,,02-26-2021 4:00:01p,HOLYOKE,52 MEMORIAL DR,1.00,MEMORIAL DR,5
,,13576,23733-86,,02-26-2021 3:46:00p,HOLYOKE,1312-1316 DWIGHT ST,"246,000.00",DWIGHT ST & LAND REG,3
,,13647,23733-480,,03-01-2021 9:25:13a,BAST LONGMEADOW,162 PEASE RD,"369,000.00",PEASE RD,4
,,13646,23733-477,,03-01-2021 9:20:52a,HOLYOKE,3 WALL RD,"230,000.00",WALL RD,3
,,13641,23733-438,,03-01-2021 9:15:08a,HAMPDE,54 AMES RD,1.00,AMES RD,5
,,13630,23733-310,,03-01-2021 9:00:22a,MONSON,180 HOVEY RD,"492,500.00",HOVEY RD,5
,,13617,23733-215,,03-01-2021 8:49:12a,WESTFIELD,41 FRANKLIN ST,1.00,FRANKLI ST,2
,,13675,23734-3,,03-01-2021 9:49:06a,WESTFIELD,73 OVERLOOK DR,,,3
,,13672,23733-593,,03-01-2021 9:48:04a,HOLYOKE,44-46 VERNON ST,"247,500.00",VERNON ST,2
,,13665,23733-571,,03-01-2021 9:43:15a,WESTFIELD,9 APPLE ORCHARD HGTS,1.00,APPLE ORCHARD HGTS,5
,,13659,23733-535,,03-01-2021 9:34:33a,SPRINGFIELD,126 GRANGER ST,,GRANGER ST,3
,,13653,23733-489,,03-01-2021 9:27:00a,WESTFIELD,124 FEEDING HILLS RD,"247,500.00",FEEDING HILLS RD,5
,,13825,23735-42,,03-01-2021 1:16:23p,WEST SPRINGFIELD,293 ELM ST,"445,000.00",ELM ST,2
,,13821,23735-25,,03-01-2021 1:12:57p,PALMER,4013 PINE ST,"300,000.00",PINE ST,3
,,13807,23734-569,,03-01-2021 12:55:19p,PALMER,70 WATER ST,,WATER ST,5
,,13804,23734-541,,03-01-2021 12:55:04p,SPRINGFIELD,92-94 DUNMORELAND ST,"195,000.00",DUNMORELAND ST,2
,,13799,23734-503,,03-01-2021 12:48:05p,SOUTHWICK,822 COLLEGE HGY,"406,000.00",COLLEGE HGY,3
,,13759,23734-292,,03-01-2021 11:14:36a,CHICOPEE,26 SESAME DR,"95,000.00",SESAME DR,3
,,13865,23735-206,,03-01-2021 1:49:20p,BAST LONGMEADOW,112 PORTER RD,"350,000.00",PORTER RD,2
,,13857,23735-184,,03-01-2021 1:44:39p,LUDLOW,32 REYNOLDS ST,"220,000.00",REYNOLDS ST,5
,,13855,23735-167,,03-01-2021 1:42:30p,WEST SPRINGFIELD,41 HALE ST,1.00,HALE ST,3
,,13838,23735-109,,03-01-2021 1:29:18p,CHICOPEE,16 HORSESHOE DR UNIT 6146B,"164,000.00",UNIT 6146B,4
,,13835,23735-86,,03-01-2021 1:23:53p,LUDLOW,MASSACHUSETTS AVE,"87,000.00",MASSACHUSETTS AVE,3
,,13830,23735-68,,03-01-2021 1:19:33p,LUDLOW,95 HIGHER BROOK DR,"440,000.00",HIGHER BROOK DR,3
,,13920,23735-471,,03-01-2021 3:04:48p,LUDLOW,95 HIGHER BROOK DR,,,3
,,13911,23735-429,,03-01-2021 2:48:26p,SPRINGFIELD,18 DELL PL,"247,400.00",DELL PL,3
,,13901,23735-368,,03-01-2021 2:28:09p,SPRINGFIELD,96 BULAT DR,100.00,BULAT DR,3
,,13895,23735-338,,03-01-2021 2:16:48p,SPRINGFIELD,32 RANDALL PL,"167,000.00",RANDALL PL,2
,,13881,23735-318,,03-01-2021 2:00:58p,CHICOPEE,798 GRATTAN ST,1.00,GRATTAN ST,5
,,13872,23735-240,,03-01-2021 1:57:08p,SPRINGFIELD,36-38 ALLISON LA,"247,400.00",ALLISO A,2
,,13951,23735-584,,03-01-2021 3:30:05p,WEST SPRINGFIELD,57 EXETER ST,"145,377.00",,3
,,13941,23735-539,,03-01-2021 3:24:52p,LUDLOW,18 CAMBRIDGE ST,1.00,CAMBRIDGE ST,4
,,13938,23735-535,,03-01-2021 3:21:22p,AGAWAM,321 LEONARD ST,"215,000.00",LEONARD ST,2
,,13929,23735-499,,03-01-2021 3:10:24p,CHICOPEE,181 FAIRVIEW AVE,1.00,FAIRVIEW AVE,5
,,13926,23735-494,,03-01-2021 3:09:59p,BRIMFIELD,12 THIRD ST,"150,000.00","THIRD ST,3RD ST",3
,,13926,23735-494,,03-01-2021 3:09:59p,SPRINGFIELD,260 PHELAND AVE,"145,377.00",PHELAND AVE,1
,,13965,23736-72,23616-510,03-01-2021 3:56:06p,SPRINGFIELD,181 STATE ST,"930,000.00","STATE,MAPLE STS & LD REG",5
,,13961,23736-44,,03-01-2021 3:38:43p,WESTFIELD,11 KNOLLWOOD DR,1.00,KNOLLWOOD DR,5
,,13954,23735-590,,03-01-2021 3:32:28p,WEST SPRINGFIELD,60 DRUIDS LA,"930,000.00",,3
,,14050,23736-398,,03-02-2021 9:31:53a,WESTFIELD,29 RITA MARY WAY,1.00,RITA MARY WAY,5
,,14028,23736-360,,03-02-2021 9:15:47a,SPRINGFIELD,52 LEBANON ST,,LEBANON ST,3
,,13993,23736-214,,03-02-2021 8:47:08a,EAST LONGMEADOW,20 VADNAIS ST,1.00,VADNAIS ST,12
,,13975,23736-120,,03-02-2021 8:34:33a,WESTFIELD,130 JOSEPH AVE,1.00,JOSEPH AVE,1
,,14101,23736-582,,03-02-2021 10:45:01a,CHESTER,405 RTE 20,1.00,RTE 20,5
,,14093,23736-537,,03-02-2021 10:32:09a,BAST LONGMEADOW,37 GREENACRE LA,"215,000.00",GREENACRE LA,4
,,14085,23736-483,,03-02-2021 10:22:01a,SPRINGFIELD,196 PEARL ST,100.00,PEARL ST,1
,,14080,23736-473,,03-02-2021 10:15:56a,BRIMFIELD,131 E BRIMFIELD HOLLAND RD,"259,875.00",E BRIMFIELD HOLLAND RD,2
,,14075,23736-452,,03-02-2021 10:08:22a,BLANDFORD,43 LLOYDS RD,"215,000.00",LLOYDS RD,2
,,14063,23736-434,,03-02-2021 9:47:28a,AGAWAM,1068 RIVER RD,1.00,RIVER RD,4
,,14121,23737-30,,03-02-2021 11:22:24a,AGAWAM,1068 RIVER RD,,,4
,,14115,23737-9,,03-02-2021 11:21:32a,AGAWAM,54 DARTMOUTH ST,"216,850.00",DARTMOUTH ST,5
,,14105,23736-590,,03-02-2021 10:46:30a,LONGMEADOW,128 CONVERSE ST,,CONVERSE ST,5
,,14104,23736-588,,03-02-2021 10:46:30a,AGAWAM,805 RIVER RD,,RIVER RD,5
,,14103,23736-586,,03-02-2021 10:46:30a,BAST LONGMEADOW,28 TAYLOR ST,850.00,TAYLOR ST,4
,,14141,23737-143,,03-02-2021 12:14:03p,WESTFIELD,19 STATE ST,,,7
,,14138,23737-137,,03-02-2021 12:07:16p,MONTGOMERY,97 MAIN RD,1.00,MAIN RD,3
,,14135,23737-102,,03-02-2021 12:07:04p,SPRINGFIELD,37 BAYWOOD ST,,BAYWOOD ST,5
,,14134,23737-100,,03-02-2021 12:02:26p,BAST LONGMEADOW,18 FOREST HILLS RD,1.00,FOREST HILLS RD,4
,,14134,23737-100,,03-02-2021 12:02:26p,HOLYOKE,34 MOSS AVE,1.00,MOSS AVE,4
,,14174,23737-288,,03-02-2021 1:19:51p,CHICOPEE,45 SYCAMORE LA,"410,000.00",SYCAMORE LA,3
,,14173,23737-285,01001-3324,03-02-2021 1:15:25p,LONGMEADOW,203 CAPTAIN RD,"413,500.00",CAPTAIN RD,4
,,14169,23737-267,,03-02-2021 1:06:46p,AGAWAM,485 SILVER ST,10.00,SILVER ST,0
,,14167,23737-262,,03-02-2021 1:06:40p,CHICOPEE,59 BRIGHTWOOD ST,"280,000.00",BRIGHTWOOD ST,2
,,14161,23737-220,,03-02-2021 12:59:29p,AGAWAM,52 SIMPSON CIR,"10,000.00",SIMPSON CIR,2
,,14155,23737-185,,03-02-2021 12:39:20p,PALMER,210 THOMPSON ST,"410,000.00",THOMPSON ST,1
,,14214,23737-485,,03-02-2021 2:30:54p,LUDLOW,819 LYON ST,1.00,LYON ST,6
,,14207,23737-452,,03-02-2021 2:25:48p,SPRINGFIELD,83-85 MAYFAIR AVE,1.00,MAYFAIR AVE,2
,,14204,23737-447,,03-02-2021 2:23:45p,SPRINGFIELD,211 OSBORNE TERR,"195,000.00",OSBORNE TERR,3
,,14189,23737-349,,03-02-2021 2:02:34p,WESTFIELD,36 CASIMIR ST,"25,000.00",CASIMIR ST,4
,,14182,23737-326,,03-02-2021 1:56:54p,CHICOPEE,199 JACOB ST,"229,000.00",JACOB ST,3
,,14180,23737-322,,03-02-2021 1:48:46p,CHICOPEE,139 CHAPEL ST,"260,000.00",CHAPEL ST,0
,,14242,23738-29,,03-02-2021 2:44:51p,SPRINGFIELD,238-240 UNION ST,,UNION ST,4
,,14238,23738-4,,03-02-2021 2:44:51p,SPRINGFIELD,12-20 MATTOON ST,,MATTOON ST,2
,,14233,23737-585,,03-02-2021 2:44:51p,SPRINGFIELD,41-49 SCHOOL ST,,SCHOOL ST,2
,,14229,23737-561,238-262,03-02-2021 2:44:51p,SPRINGFIELD,49-51 FORT PLEASANT AVE,,FORT PLEASANT AVE &O,2
,,14260,23738-130,,03-02-2021 2:44:51p,SPRINGFIELD,56-60 FORT PLEASANT AVE,,,2
,,14256,23738-106,120-122,03-02-2021 2:44:51p,SPRINGFIELD,66 MATTOON ST,,MATTOON ST,2
,,14252,23738-79,,03-02-2021 2:44:51p,SPRINGFIELD,114-116 CENTRAL ST,,FORT PLEASANT AVE &O,2
,,14246,23738-52,,03-02-2021 2:44:51p,SPRINGFIELD,99-103 FEDERAL ST,,FEDERAL ST,1
,,14260,23738-130,,03-02-2021 2:44:51p,SPRINGFIELD,70-78 1/2 BELMONT AVE,,BELMONT AVE,2
,,,,,,LONGMEADOW,ANTHONY,,,6
,,14437,23739-427,,03-03-2021 10:57:38a,WILBRAHAM,2 WARD DR,1.00,WARD DR,5
,,14430,23739-403,,03-03-2021 10:52:27a,WESTFIELD,31 SIMMONS BROOK DR,"320,000.00",SIMMONS BROOK DR,3
,,14408,23739-322,,03-03-2021 10:20:05a,CHICOPEE,43 ARCHIE ST,"135,000.00",ARCHIE ST,4
,,14407,23739-318,,03-03-2021 10:06:53a,CHICOPEE,CLARENDON AVE,"210,000.00",CLARENDON AVE,2
,,14396,23739-246,,03-03-2021 9:46:06a,WEST SPRINGFIELD,45 BELLE AVE,,BELLE AVE,3
,,14373,23739-145,,03-03-2021 9:24:17a,AGAWAM,COSGROVE ST,,COSGROVE ST,1
,,14477,23739-553,,03-03-2021 1:05:39p,LONGMEADOW,91 EAST GREENWICH RD,1.00,EAST GREENWICH RD,6
,,14474,23739-536,,03-03-2021 1:01:36p,SPRINGFIELD,51 ATWATER RD,1.00,ATWATER RD,3
,,14472,23739-529,,03-03-2021 12:53:13p,WEST SPRINGFIELD,121 WAYSIDE AVE,"110,000.00",WAYSIDE AVE,5
,,14459,23739-474,,03-03-2021 12:04:35p,CHICOPEE,563-565 SPRINGFIELD ST,1.00,SPRINGFIELD ST,3
,,14448,23739-456,,03-03-2021 11:23:42a,LUDLOW,17 SZLOSEK RD,1.00,SZLOSEK RD,3
,,14511,23740-98,,03-03-2021 1:55:00p,SPRINGFIELD,28 KENWOOD PARK,"320,000.00",KENWOOD PARK,4
,,14508,23740-75,,03-03-2021 1:51:22p,LONGMEADOW,30 LORENZ ST,"455,000.00",ORENZ ST,3
,,14501,23740-48,,03-03-2021 1:42:30p,WEST SPRINGFIELD,451 DEWEY ST,"275,000.00",DEWE ST,4
,,14498,23740-44,,03-03-2021 1:33:23p,WILBRAHAM,15 OLD BOSTON RD,"100,000.00",OLD BOSTON RD,3
,,14485,23739-580,,03-03-2021 1:23:12p,SPRINGFIELD,134 LONGHILL ST,"229,000.00",LONGHILL ST,2
,,14482,23739-573,,03-03-2021 1:20:18p,WILBRAHAM,2 KENSINGTON DR,"200,217.00",KENSINGTON DR,2
,,14550,23740-287,,03-03-2021 2:47:06p,SPRINGFIELD,189 ESSEX ST UNIT J,"98,000.00",UNIT J,5
